# prose-ledger.tsv: every "N bit(s)" figure in README.md, docs/, apps/web/i18n/ and
# apps/web/app/ that does not match docs/SECURITY-LEVELS.md for the regime its line
# names, with why. Read by tools/security-levels/tests/prose.rs; list them all with
#   cargo run --manifest-path tools/security-levels/Cargo.toml -- --prose
#
# Columns, tab-separated: kind, path, snippet, count, reason. The snippet is a
# substring of the line that CONTAINS the figure(s) the row covers: a row covers
# only the figures inside its snippet, so a figure added to or changed on a listed
# line is not covered by that line's row. "*" instead of a snippet covers every
# unmatched figure of the file, and then needs a count.
#
# Kinds:
#   verified     checked by hand: correct, but the scanner cannot tell which figure of
#                the line belongs to which regime, or it is a parameter
#   historical   a past, withdrawn or superseded figure, described as such
#   external     a figure about something the calculator does not cover (another
#                system, a cipher, a hash the proof system does not use)
#   not-a-level  a width, an entropy or a quoted rule, not a security level
#   v2-candidate a v2 design figure quoted as a candidate
#   stale        FINDING: stated as a current level or parameter, and not what the
#                calculator or the verifier gives. Left for Phase 1 (this run does not
#                edit README, docs or i18n). The number of figures stale rows cover, and
#                the set of stale rows, are pinned exactly in tests/prose.rs.
#
# A row that covers nothing any more fails the test: delete it when its line is fixed.
historical	README.md	"124-bit" security. That figure was wrong		the withdrawn figure, said so
stale	docs/quantum-wallet-ux-design.md	infaisable (62-bit		62 is half of the withdrawn 124; the v1 quantum lines are 20.98 to 23.45 as shipped (CMS19)
stale	docs/quantum-wallet-ux-design.md	~62-bit residual security on Poseidon		the v1 Poseidon digest's quantum collision bound is 21.33, the quantum soundness lines 20.98 to 23.45
not-a-level	docs/security-model.md	Range proofs on all amounts (64-bit)		an amount width
stale	docs/starknet-foundation-brief-2026-07-22.md	pas d'extension de corps → 128 bits		the brief's "exact figures, checked in the code" give Protocol 01 128 bits (and parameters that are not the deployed ones); v1 as shipped: unique decoding 41 to 45, BCIKS20 Johnson 13 to 16, conjectured 45 to 46
external	docs/strk20-vs-protocol01-technique-2026-07-22.md	salt sur 120 bits		STRK20's amount salt, another system
not-a-level	docs/strk20-vs-protocol01-technique-2026-07-22.md	Pourquoi pas un corps 64 bits		a field width
not-a-level	docs/strk20-vs-protocol01-technique-2026-07-22.md	lanes 32 bits		a SIMD lane width
external	docs/strk20-vs-protocol01-technique-2026-07-22.md	70 requêtes, 26 bits de grinding, cible 96 bits de soundness		stwo-cairo's own parameters and conjectured target
stale	docs/strk20-vs-protocol01-technique-2026-07-22.md	| Grinding | aucun | **16 bits** |		Protocol 01 grinds 22 bits since B2 (GRINDING_BITS = 22 in compact_proof.rs and stark/src/compact.rs)
historical	docs/strk20-vs-protocol01-technique-2026-07-22.md	| Soundness | 128 bits |		the brief's 128, in the brief column of a table of corrections, marked to correct
stale	docs/strk20-vs-protocol01-technique-2026-07-22.md	**124 bits** (27q) / **104 bits** (22q)		the withdrawn 124 / 104 figures (27 or 22 queries x 4 + 16) stated as current; v1 as shipped: unique decoding 41 to 45, BCIKS20 Johnson 13 to 16, conjectured 45 to 46
historical	docs/strk20-vs-protocol01-technique-2026-07-22.md	avec un commentaire "128-bit security"		quotes the "128-bit security" comment of a dead file, as dead
historical	docs/strk20-vs-protocol01-technique-2026-07-22.md	// 27 × 4 + 16 = 124 bits > 100-bit target		quotes retired code
historical	docs/strk20-vs-protocol01-technique-2026-07-22.md	Le terme Schwartz-Zippel est donc bien en dessous de 124 bits		says the old 124 was too high
external	docs/strk20-vs-protocol01-technique-2026-07-22.md	("96 bits of **conjectured** soundness")		stwo-cairo's own parameters and conjectured target
external	docs/strk20-vs-protocol01-technique-2026-07-22.md	| Grinding | 26 bits + PoW d'interaction |		stwo-cairo's own parameters and conjectured target
stale	docs/strk20-vs-protocol01-technique-2026-07-22.md	PoW d'interaction | 16 bits |		Protocol 01 grinds 22 bits since B2 (GRINDING_BITS = 22 in compact_proof.rs and stark/src/compact.rs)
external	docs/strk20-vs-protocol01-technique-2026-07-22.md	| Soundness annoncée | 96 bits **conjecturés** |		stwo-cairo's own parameters and conjectured target
stale	docs/strk20-vs-protocol01-technique-2026-07-22.md	| 124 / 104 bits, classique, formule naïve |		the withdrawn 124 / 104 figures (27 or 22 queries x 4 + 16) stated as current; v1 as shipped: unique decoding 41 to 45, BCIKS20 Johnson 13 to 16, conjectured 45 to 46
external	docs/strk20-vs-protocol01-technique-2026-07-22.md	ce qui n'atteint 96 bits que sous l'hypothèse conjecturale		stwo-cairo's own parameters and conjectured target
external	docs/strk20-vs-protocol01-technique-2026-07-22.md	masqué par hash-and-add, salt 120 bits		STRK20's amount salt, another system
external	docs/strk20-vs-protocol01-technique-2026-07-22.md	cible 96 bits conjecturés		stwo-cairo's own parameters and conjectured target
historical	docs/strk20-vs-protocol01-technique-2026-07-22.md	"Blake3-256, 32 requêtes, folding 8, pas de grinding, 128 bits"		quotes the brief's wrong parameter line as the text to correct
stale	docs/strk20-vs-protocol01-technique-2026-07-22.md	grinding 16 bits, 124 ou 104 bits en soundness classique		the withdrawn 124 / 104 figures (27 or 22 queries x 4 + 16) stated as current; v1 as shipped: unique decoding 41 to 45, BCIKS20 Johnson 13 to 16, conjectured 45 to 46; grinding is 22
external	docs/strk20-vs-protocol01-technique-2026-07-22.html	salt 120 bits, choisi par l'émetteur		STRK20's amount salt, another system
not-a-level	docs/strk20-vs-protocol01-technique-2026-07-22.html	Pourquoi pas un corps 64 bits		a field width
not-a-level	docs/strk20-vs-protocol01-technique-2026-07-22.html	lanes 32 bits		a SIMD lane width
external	docs/strk20-vs-protocol01-technique-2026-07-22.html	70 requêtes, 26 bits de grinding		stwo-cairo's own parameters and conjectured target
external	docs/strk20-vs-protocol01-technique-2026-07-22.html	96 bits conjecturés</span> (régime list-decoding)		stwo-cairo's own parameters and conjectured target
stale	docs/strk20-vs-protocol01-technique-2026-07-22.html	<td class="cyan bold">16 bits</td><td class="red">à corriger</td>		Protocol 01 grinds 22 bits since B2 (GRINDING_BITS = 22 in compact_proof.rs and stark/src/compact.rs)
historical	docs/strk20-vs-protocol01-technique-2026-07-22.html	<tr><td>Soundness</td><td class="dim">128 bits</td>		the brief's 128, in the brief column of a table of corrections, marked to correct
stale	docs/strk20-vs-protocol01-technique-2026-07-22.html	<td class="cyan bold">124 bits (27q) / 104 bits (22q)</td>		the withdrawn 124 / 104 figures (27 or 22 queries x 4 + 16) stated as current; v1 as shipped: unique decoding 41 to 45, BCIKS20 Johnson 13 to 16, conjectured 45 to 46
historical	docs/strk20-vs-protocol01-technique-2026-07-22.html	avec un commentaire « 128-bit security »		quotes the comment of a dead file, as dead
historical	docs/strk20-vs-protocol01-technique-2026-07-22.html	// 27 × 4 + 16 = 124 bits &gt; 100-bit target		quotes retired code
stale	docs/strk20-vs-protocol01-technique-2026-07-22.html	C3, C5 et C6 utilisent 22 requêtes, soit 104 bits		the withdrawn 124 / 104 figures (27 or 22 queries x 4 + 16) stated as current; v1 as shipped: unique decoding 41 to 45, BCIKS20 Johnson 13 to 16, conjectured 45 to 46
historical	docs/strk20-vs-protocol01-technique-2026-07-22.html	le terme Schwartz-Zippel est donc bien en dessous de 124 bits		says the old 124 was too high
external	docs/strk20-vs-protocol01-technique-2026-07-22.html	96 bits of <span class="bold">conjectured</span> soundness		stwo-cairo's own parameters and conjectured target
external	docs/strk20-vs-protocol01-technique-2026-07-22.html	<td>26 bits + PoW d'interaction</td>		stwo-cairo's own parameters and conjectured target
stale	docs/strk20-vs-protocol01-technique-2026-07-22.html	PoW d'interaction</td><td>16 bits</td>		Protocol 01 grinds 22 bits since B2 (GRINDING_BITS = 22 in compact_proof.rs and stark/src/compact.rs)
external	docs/strk20-vs-protocol01-technique-2026-07-22.html	<td class="yellow">96 bits conjecturés</td>		stwo-cairo's own parameters and conjectured target
stale	docs/strk20-vs-protocol01-technique-2026-07-22.html	<td class="yellow">124 / 104 bits		the withdrawn 124 / 104 figures (27 or 22 queries x 4 + 16) stated as current; v1 as shipped: unique decoding 41 to 45, BCIKS20 Johnson 13 to 16, conjectured 45 to 46
external	docs/strk20-vs-protocol01-technique-2026-07-22.html	ce qui n'atteint 96 bits que sous l'hypothèse conjecturale		stwo-cairo's own parameters and conjectured target
external	docs/strk20-vs-protocol01-technique-2026-07-22.html	masqué par hash-and-add, salt 120 bits		STRK20's amount salt, another system
historical	docs/strk20-vs-protocol01-technique-2026-07-22.html	« Blake3-256, 32 requêtes, folding 8, pas de grinding, 128 bits »		quotes the brief's wrong parameter line as the text to correct
stale	docs/strk20-vs-protocol01-technique-2026-07-22.html	grinding 16 bits, 124 ou 104 bits e		the withdrawn 124 / 104 figures (27 or 22 queries x 4 + 16) stated as current; v1 as shipped: unique decoding 41 to 45, BCIKS20 Johnson 13 to 16, conjectured 45 to 46; grinding is 22
stale	docs/zk-simulation-argument.md	42 to 52 bits, floor-bound by the field		stated as the current soundness (lines 393-394, the figure wrapped across the break): unique decoding as shipped is 41.96 to 45.85 (floors 41 to 45) and conjectured 45.60 to 46.91 (floors 45 to 46); 52 is no circuit's figure, it was C0 before the uniform masks, and 42 is the uniform-challenge model's floor
not-a-level	docs/zk-simulation-argument.md	`2 · width · 63` bits of min-entropy		the min-entropy of an unopened leaf preimage, a privacy figure (the same quantity as the LEAK-LEDGER row); read since fix round 2 blanks the backticks
stale	apps/web/i18n/en.ts	16x blowup and 16 bits of grinding		the live site's parameter list: Protocol 01 grinds 22 bits since B2 (GRINDING_BITS = 22 in compact_proof.rs and stark/src/compact.rs)
historical	apps/web/i18n/en.ts	This page used to claim 124 bits		the withdrawn figure, said so
stale	apps/web/i18n/fr.ts	facteur de blowup 16 et 16 bits de grinding		the live site's parameter list: Protocol 01 grinds 22 bits since B2 (GRINDING_BITS = 22 in compact_proof.rs and stark/src/compact.rs)
historical	apps/web/i18n/fr.ts	Cette page annon\u00e7ait 124 bits		the withdrawn figure, said so
historical	apps/web/app/demo/pitch/page.tsx	a security level of 124 bits that measurement contradicts		the withdrawn figure, said so
historical	apps/web/app/docs/page.tsx	Deleting the old "124-bit" claim		the withdrawn figure, said so
stale	apps/web/app/parcours/_components/data.ts	47 à 52 bits sous conjecture, 42 à 46 bits inconditionnellement		conjectured as shipped is 45.60 to 46.91 (floors 45 to 46); 52 was C0 before the uniform masks, 47 is the uniform-challenge model; unique decoding as shipped is 41.96 to 45.85 (floors 41 to 45): 42 to 46 is the uniform-challenge model, and the deployed verifier samples challenges as u64 mod p
stale	apps/web/app/parcours/_components/data.ts	autour de 21 à 26 bits		the quantum lines as shipped (CMS19, half) are 20.98 to 22.92 for unique decoding and 22.80 to 23.45 for the conjecture; 26 is half of the retired C0 figure 52
historical	apps/web/app/parcours/page.tsx	Ma documentation annonçait 124 bits		the withdrawn figure, said so
historical	apps/web/app/parcours/page.tsx	chaque requête valait environ 1 bit et non 4		the per-query value before the composition fix, told in the past tense
historical	apps/web/app/parcours/page.tsx	et les 124 bits annoncés en valaient réellement		the withdrawn figure, said so
verified	apps/web/app/parcours/page.tsx	et 4,000 bits par requête		log2(1/rho) = 4 at rho = 1/16, the per-query term of the conjectured regime (the term tables' 130.00 is 27 x 4 + 22)
historical	apps/web/app/parcours/page.tsx	le terme de requête avait gagné 72 à 87 bits		a past measurement told in the past tense: a gain of the query term, not a level; not re-derived here
stale	apps/web/app/parcours/page.tsx	autour de 48 à 52 bits		the Fiat-Shamir field floor is 45.60 to 46.91 as shipped (46.60 to 47.91 uniform), the Field floor rows of the conjectured regime; 52 was C0 before the uniform masks
stale	apps/web/app/parcours/page.tsx	47 à 52 bits sous conjecture		conjectured as shipped is 45.60 to 46.91 (floors 45 to 46); 52 was C0 before the uniform masks, 47 is the uniform-challenge model
stale	apps/web/app/parcours/page.tsx	42 à 46 bits inconditionnellement		unique decoding as shipped is 41.96 to 45.85 (floors 41 to 45): 42 to 46 is the uniform-challenge model, and the deployed verifier samples challenges as u64 mod p
historical	apps/web/app/updates/page.tsx	the 124-bit soundness figure is withdrawn		the withdrawn figure, said so
